place_id,name,address,phone,website,faith_tradition,primary_type,latitude,longitude,rating,review_count,business_status,city,state,zip_code,vertical,created_at,AreaBuilding,AreaBuildingDefinitionCode,Area1stFloor,Area2ndFloor,AreaLotSF,AreaLotAcres,AreaGross,AreaGarage,BasementArea,AtticArea,AtticFlag,Depth,Frontage,ParkingSpaces,MelissaResults,LookupError,FetchedAt,BusinessCoderResults,TotalContacts,BC_CompanyName,BC_MelissaEnterpriseKey,ContactLookupError,Contact1_NameFirst,Contact1_NameLast,Contact1_Gender,Contact1_Title,Contact1_Email,Contact1_ContactPhone,Contact2_NameFirst,Contact2_NameLast,Contact2_Gender,Contact2_Title,Contact2_Email,Contact2_ContactPhone,Contact3_NameFirst,Contact3_NameLast,Contact3_Gender,Contact3_Title,Contact3_Email,Contact3_ContactPhone,Contact4_NameFirst,Contact4_NameLast,Contact4_Gender,Contact4_Title,Contact4_Email,Contact4_ContactPhone,Contact5_NameFirst,Contact5_NameLast,Contact5_Gender,Contact5_Title,Contact5_Email,Contact5_ContactPhone
ChIJAZbrS58L9YgRH0wdxqCMfhw,Temple Emanu-El of Atlanta,"1580 Spalding Dr, Sandy Springs, GA 30350, USA",(770) 395-1340,https://templeemanuelatlanta.org/,Synagogue,synagogue,33.975,-84.3336111,4.5,38,OPERATIONAL,Sandy Springs,GA,30350,places_of_worship,2026-05-24 16:38:59,0.00,,0,0,686941,15.77,0,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,GS05",9,Temple Emanu-El of Atlanta,660111611,,Allison,Gelman,F,"Manager, Strengthening Congregations",algelman@urj.org,,Andi,Solomon,U,Assistant Director,asolomon@urj.org,,Donetta,Vanhuss,F,Bookkeeper,dvanhuss@urj.org,,Jaimee,Boettcher,F,Development Director,jboettcher@urj.org,,Karen,Kushner,F,Rabbi,kkushner@urj.org,
ChIJUUFfSj8O9YgRq5DPSbVhVcs,Temple Sinai,"5645 Dupree Dr NW, Sandy Springs, GA 30327, USA",(404) 252-3073,http://www.templesinaiatlanta.org/,Synagogue,synagogue,33.9103122,-84.4179529,4.7,76,OPERATIONAL,Sandy Springs,GA,30327,places_of_worship,2026-05-24 16:33:48,0.00,,0,0,664725,15.26,0,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,FS01,FS02,FS04,FS05,GS05",,Temple Sinai,149502963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJM6UH8hIF9YgRjhisyyPEALU,Ahavath Achim Synagogue,"600 Peachtree Battle Ave NW, Atlanta, GA 30327, USA",(404) 355-5222,https://aasynagogue.org/,Synagogue,synagogue,33.8234383,-84.4087375,4.5,40,OPERATIONAL,Atlanta,GA,30327,places_of_worship,2026-05-24 16:36:19,"83,756.00",13,83756,0,509652,11.7,83756,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA00,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",15,Ahavath Achim Synagogue,710135033,,Anne,Cohen,F,Director Of Marketing And Community Relations,,,Bailey,Olim,U,Historian  Secretary,,4043555222,Fern,Schorr,U,Receptionist  Admin Support,fschorr@aasynagogue.org,4043555222,Gabrielle,Adler,F,Director Of Engagement,,4046035749,Gail,Solomon,F,,,
ChIJJ7JC0InN-YgRCA84xuTFZ6I,Walton Way Temple Congregation,"3005 Walton Wy, Augusta, GA 30909, USA",(706) 738-8579,,Synagogue,synagogue,33.4815732,-82.0402779,5,2,OPERATIONAL,Augusta,GA,30909,places_of_worship,2026-05-24 16:37:14,"29,581.00",16,13965,0,64469,1.48,29581,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,DA50,FS01,FS04,FS05,GS05",1,Walton Way Temple Congregation,679490922,,Klensin,Robert,M,Religious Leader,waltonway@bellsouth.net,7067363140,,,,,,,,,,,,,,,,,,,,,,,,
ChIJJ7JC0InN-YgRqciLWJqZQmE,Congregation Children of Israel,"3005 Walton Wy, Augusta, GA 30909, USA",(706) 736-3140,https://cciaugusta.org/,Synagogue,synagogue,33.4816397,-82.0403147,4.9,21,OPERATIONAL,Augusta,GA,30909,places_of_worship,2026-05-24 16:37:14,"29,581.00",16,13965,0,64469,1.48,29581,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",1,Congregation Children of Israel,679490922,,Klensin,Robert,M,Religious Leader,waltonway@bellsouth.net,7067363140,,,,,,,,,,,,,,,,,,,,,,,,
ChIJEafv_5l1-4gRaOzf7esfuKQ,Congregation Bnai Brith Jacob,"5444 Abercorn St, Savannah, GA 31405, USA",(912) 354-7721,https://bbjsynagogue.com/,Synagogue,synagogue,32.0261744,-81.1083672,4.9,41,OPERATIONAL,Savannah,GA,31405,places_of_worship,2026-05-24 16:38:11,"28,546.00",16,31706,0,80673,1.852,28546,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,FS01,FS02,FS04,FS05,FS07,GS05",3,Congregation BNAI Brith Jacob,104676045,,Avigdor,Slatus,M,Religious Leader,,9123547721,Dan,Gaul,M,Nurse,,9123547721,Slatus,Avigdor,U,Religious Leader,,9123547721,,,,,,,,,,,,
ChIJ2f3DO6J1-4gRns24HD7E1WI,Congregation Agudath Achim,"9 Lee Blvd, Savannah, GA 31405, USA",(912) 352-4737,http://www.agudath-achim.com/,Synagogue,synagogue,32.0198243,-81.1128109,4.8,17,OPERATIONAL,Savannah,GA,31405,places_of_worship,2026-05-24 16:38:11,"27,534.00",16,0,0,106983,2.456,27534,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,FS01,FS02,FS04,FS05,FS07,GS05",2,Congregation Agudath Achim,455252826,,Kenneth,Leitner,M,Religious Leader,,9123524737,Locker,Motti,M,Executive Director,,9123524737,,,,,,,,,,,,,,,,,,
ChIJC1HStCEM9YgRC8dX1pO6CVI,Congregation Or Hadash,"7460 Trowbridge Rd, Sandy Springs, GA 30328, USA",(404) 250-3338,http://www.or-hadash.org/,Synagogue,synagogue,33.9594353,-84.3620335,4.8,24,OPERATIONAL,Sandy Springs,GA,30328,places_of_worship,2026-05-24 16:43:34,"26,355.00",13,26355,0,115826,2.659,26355,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",3,Congregation or Hadash,362407581,,Boettcher,Jaimee,F,Administrator,boettcherj@or-hadash.org,4042503338,Karpuj,Mario,M,Religious Leader,rabbimario@or-hadash.org,4042503338,Mario,Karpuj,M,,,4042503338,,,,,,,,,,,,
ChIJc_HJYwC19YgRvkBexOmYPUs,TWOY,"1419 Old McDonough Hwy, Conyers, GA 30094, USA",,,Synagogue,synagogue,33.6528348,-84.0118676,,,OPERATIONAL,Conyers,GA,30094,places_of_worship,2026-05-24 16:46:58,"22,252.00",16,14000,0,84506,1.94,22252,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,FS01,FS04,GS05",1,TWOY,742584596,,Henry,Smith,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJRWP_Or7N-YgRt15t7M-dqJ4,Adas Yeshurun Synagogue,"935 Johns Rd, Augusta, GA 30904, USA",(706) 733-9491,https://www.aysaugusta.org/,Synagogue,synagogue,33.4759669,-82.0180864,5,10,OPERATIONAL,Augusta,GA,30904,places_of_worship,2026-05-24 16:37:14,"19,258.00",16,19258,0,91040,2.09,19258,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,GS05",1,Adas Yeshurun Synagogue,588601074,,Warren,Umansky,M,Vice President,wumansky@knology.net,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJi9B7FlSf9YgRag7K-_Pyhjw,Congregation Dor Tamid,"11165 Parsons Rd, Johns Creek, GA 30097, USA",(770) 623-8860,http://www.dortamid.org/,Synagogue,synagogue,34.0527362,-84.1978338,4.4,14,OPERATIONAL,Johns Creek,GA,30097,places_of_worship,2026-05-24 16:34:16,"17,035.00",13,17035,0,444616,10.207,17035,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS02,FS04,GS05",2,Congregation DOR Tamid,490386374,,Mike,Zuspan,M,,mzuspan@dortamid.com,,Sheila,Purdin,U,Owner  Human Resources Executives,,,,,,,,,,,,,,,,,,,,
ChIJ9ZghHUwG9YgR1lIY4Ayn5kA,Congregation Ohr HaTorah,"2056 Lavista Rd, Atlanta, GA 30329, USA",(404) 315-1417,http://www.ohrhatorahatl.org/,Synagogue,synagogue,33.8155056,-84.3190071,4.6,34,OPERATIONAL,Atlanta,GA,30329,places_of_worship,2026-05-24 16:36:47,"14,180.00",13,0,0,146362,3.36,14180,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,FS01,FS04,FS05,FS07,GS05",1,Congregation OHR Hatorah,276854603,,Starr,Adam,M,Religious Leader,,4043151417,,,,,,,,,,,,,,,,,,,,,,,,
ChIJi_z31Wue-4gROQ6ypTl_jmo,Congregation Mickve Israel,"20 E Gordon St, Savannah, GA 31401, USA",(912) 233-1547,http://mickveisrael.org/,Synagogue,synagogue,32.0708706,-81.0938508,4.8,222,OPERATIONAL,Savannah,GA,31401,places_of_worship,2026-05-24 16:38:11,"12,862.00",16,0,0,10799,0.248,12862,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",5,Congregation Mickve Israel,137623576,,Debbie,Owen,F,Financial Director,dowen@mickveisrael.org,9122331547,Glenda,McNew,F,Welcome Specialist,gmcnew@mickveisrael.org,9122331547,Haas,Robert,M,Religious Leader,rhaas@mickveisrael.org,9122331547,Rich,Jennifer,F,Executive Director,,9122331547,Robert,Haas,M,,,9122331547
ChIJlx6mIeIO9YgRAHgHPxdZVvs,Kesher Torah,"5075 Roswell Rd, Sandy Springs, GA 30342, USA",(470) 746-6627,http://keshertorahatlanta.org/,Synagogue,synagogue,33.893261,-84.3807069,4.8,16,OPERATIONAL,Sandy Springs,GA,30342,places_of_worship,2026-05-24 16:41:57,"10,414.00",13,10414,0,63597,1.46,10414,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AE09,AS02,AS17,DA20,DA30,DA40,FS01,GS05",1,Kesher Torah,496010398,,Todd,O'Malley,M,Executive,tomalley@warrenenvironment.com,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ7T64t2L-84gR4U95NC9iLpo,Temple Beth Israel,"892 Cherry St, Macon, GA 31201, USA",(478) 745-6727,http://tbimacon.org/,Synagogue,synagogue,32.8390987,-83.6336227,4.4,15,OPERATIONAL,Macon,GA,31201,places_of_worship,2026-05-24 16:46:27,"10,264.00",16,10264,0,16988,0.39,10264,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,FS01,FS02,FS04,FS05,FS07,GS05",1,Temple Beth Israel,338337574,,Schlesinger,Lawrence,M,Religious Leader,,4787456727,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ_zepM0G69YgREdKsQfPx3X0,Temple Beth David,"1885 McGee Rd SW, Snellville, GA 30078, USA",(770) 978-3916,https://www.tbdga.org/,Synagogue,synagogue,33.8593462,-84.042235,4.8,31,OPERATIONAL,Snellville,GA,30078,places_of_worship,2026-05-24 16:34:07,"8,073.00",13,8073,0,147888,3.395,8073,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,FS01,FS02,FS04,FS05,FS07,GS05",1,Temple Beth David,124568939,,Kirzner,Bob,M,Religious Leader,,7709783916,,,,,,,,,,,,,,,,,,,,,,,,
ChIJB7BLM2EG9YgRn8HLMlxSosg,Congregation Shaarei Shamayim,"1600 Mt Mariah Rd, Atlanta, GA 30329, USA",(404) 417-0472,http://www.shaareishamayim.com/,Synagogue,synagogue,33.828183,-84.3233467,4.9,16,OPERATIONAL,Atlanta,GA,30329,places_of_worship,2026-05-24 16:33:48,"7,000.00",13,0,0,33541,0.77,7000,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",1,Congregation Shaarei Shamayim,582195865,,Kunis,Mark,M,Religious Leader,rabbikunis@shaareishamayium.com,4044170472,,,,,,,,,,,,,,,,,,,,,,,,
ChIJoxXwceNm7ogR6fbIGxUIIFs,Temple Israel,"511 Baytree Rd, Valdosta, GA 31602, USA",(229) 244-1813,http://www.templeisrael-valdosta.org/,Synagogue,synagogue,30.8464735,-83.2977091,4.7,14,OPERATIONAL,Valdosta,GA,31602,places_of_worship,2026-05-24 16:45:47,"6,779.00",16,0,0,40075,0.92,6779,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",2,Temple Israel,298548650,,Cassandra,Hicks,U,Graphic Designer,chicks@templeisraelomaha.com,4025566189,Elbac,M,M,Religious Leader,,2292441813,,,,,,,,,,,,,,,,,,
ChIJ8ekgqihmX4gR0VEbMLKgcYg,Shalom b'Harim,"3415 Stancil Rd, Gainesville, GA 30506, USA",(561) 251-8075,http://shalombharim.org/,Synagogue,synagogue,34.361529,-83.7903186,5,12,OPERATIONAL,Gainesville,GA,30506,places_of_worship,2026-05-24 16:38:50,"5,250.00",16,6570,0,204732,4.7,5250,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,FS01,FS04,GS05",,Shalom B'Harim,521156020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJIzHEpToK9YgR2nBipWJuDtU,Congregation Ariel,"5237 Tilly Mill Rd, Dunwoody, GA 30338, USA",(770) 390-9071,https://www.congariel.org/,Synagogue,synagogue,33.94454,-84.3004645,4.8,48,OPERATIONAL,Dunwoody,GA,30338,places_of_worship,2026-05-24 16:33:48,"4,167.00",10,4167,0,141570,3.25,5559,,1392,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",3,Congregation Ariel,559943513,,Binyomin,Friedman,U,,,7703909071,Friedman,Binyomin,M,Religious Leader,bfriedman@congariel.org,7703909071,Kalwerisky,Debbie,F,Executive Director,debbiek@congariel.org,7703909071,,,,,,,,,,,,
ChIJHcL5mCcP9YgRHTbtjnl_zXs,Congregation Beth Tefillah,"5065 High Point Rd NE, Atlanta, GA 30342, USA",(404) 843-2464,http://www.bethtefillah.org/,Synagogue,synagogue,33.8927333,-84.3668155,4.8,54,OPERATIONAL,Atlanta,GA,30342,places_of_worship,2026-05-24 16:33:48,"3,963.00",16,3963,0,99142,2.276,3963,,1003,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",2,Congregation Beth Tefillah,782102772,,Debbie,Kalweriky,F,Exec Director,,,Yossi,New,M,RELIGIOUS LEADER,ynew@bethtefillah.org,,,,,,,,,,,,,,,,,,,
ChIJUeCDTBUP9YgR7E1CFwY5RH4,Ohev Shalom Men's Mikvah,"5065 High Point Rd NE, Atlanta, GA 30342, USA",(404) 843-2464,https://www.bethtefillah.org/,Synagogue,synagogue,33.8927333,-84.3668155,5,1,OPERATIONAL,Atlanta,GA,30342,places_of_worship,2026-05-24 16:41:57,"3,963.00",16,3963,0,99142,2.276,3963,,1003,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS05,FS07,GS05",2,OHEV Shalom Men's Mikvah,782102772,,Debbie,Kalweriky,F,Exec Director,,,Yossi,New,M,RELIGIOUS LEADER,ynew@bethtefillah.org,,,,,,,,,,,,,,,,,,,
ChIJ4UrcwdIH9YgRofgjLWT3QH0,Congregation Bet Haverim,"2074 Lavista Rd, Atlanta, GA 30329, USA",(404) 315-6446,http://www.congregationbethaverim.org/,Synagogue,synagogue,33.8160028,-84.3174972,4.7,21,OPERATIONAL,Atlanta,GA,30329,places_of_worship,2026-05-24 16:33:48,"3,284.00",10,3104,0,18731,0.43,3284,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",2,Congregation Bet Haverim,163487289,,Lesser,Joshua,M,Religious Leader,lfischer@cbhatlanta.com,4043156446,Robertson,Amy,F,Executive Director,,4043156446,,,,,,,,,,,,,,,,,,
ChIJVybZgUYG9YgRUkhwTvDj3No,Ner HaMizrach,"1858 Lavista Rd NE, Atlanta, GA 30329, USA",(404) 315-9020,https://nerhamizrach.com/,Synagogue,synagogue,33.8168761,-84.325502,4.9,17,OPERATIONAL,Atlanta,GA,30329,places_of_worship,2026-05-24 16:36:47,"2,848.00",10,2720,0,27878,0.64,2976,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,FS01,FS04,GS05",,NER Hamizrach,242412371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJvdT5eX_w74gRstLISDqq2dc,Waycross Hebrew Center,"610 Screven Ave, Waycross, GA 31501, USA",,,Synagogue,synagogue,31.2177478,-82.3473964,4.6,7,OPERATIONAL,Waycross,GA,31501,places_of_worship,2026-05-24 16:55:54,"2,790.00",16,2790,0,14375,0.33,2790,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA30,DA50,FS01,FS02,FS04,GS05",,Waycross Hebrew Center,192556792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJXVQYHU8G9YgRJ9fUcz5Ygic,New Toco Shul,"2003 Lavista Rd NE, Atlanta, GA 30329, USA",,http://newtocoshul.com/,Synagogue,synagogue,33.8147358,-84.3201036,4.8,16,OPERATIONAL,Atlanta,GA,30329,places_of_worship,2026-05-24 16:47:30,"2,015.00",13,1437,0,21780,0.5,2015,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,FE01,GS05",,New TOCO SHUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJuc5R9JOd-4gR88hexpPs8hc,Jewish Chapel,"312 Bonaventure Rd, Thunderbolt, GA 31404, USA",(912) 354-7721,https://www.bonaventurehistorical.org/find-a-plot/,Synagogue,synagogue,32.0429455,-81.0490338,,,OPERATIONAL,Thunderbolt,GA,31404,places_of_worship,2026-05-24 16:48:14,"1,944.00",10,1512,0,10454,0.24,0,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,FE01,GS05",,Jewish Chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
