place_id,name,address,phone,website,faith_tradition,primary_type,latitude,longitude,rating,review_count,business_status,city,state,zip_code,vertical,created_at,AreaBuilding,AreaBuildingDefinitionCode,Area1stFloor,Area2ndFloor,AreaLotSF,AreaLotAcres,AreaGross,AreaGarage,BasementArea,AtticArea,AtticFlag,Depth,Frontage,ParkingSpaces,MelissaResults,LookupError,FetchedAt
ChIJHcL5mCcP9YgRHTbtjnl_zXs,"Congregation Beth Tefillah","5065 High Point Rd NE, Atlanta, GA 30342, USA","(404) 843-2464",http://www.bethtefillah.org/,Synagogue,synagogue,33.8927333,-84.3668155,4.8,54,OPERATIONAL,Atlanta,GA,30342,places_of_worship,"2026-05-24 16:33:48",3963,16,3963,0,99142.00,2.2760,3963,"",1003,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJM6UH8hIF9YgRjhisyyPEALU,"Ahavath Achim Synagogue","600 Peachtree Battle Ave NW, Atlanta, GA 30327, USA","(404) 355-5222",https://aasynagogue.org/,Synagogue,synagogue,33.8234383,-84.4087375,4.5,40,OPERATIONAL,Atlanta,GA,30327,places_of_worship,"2026-05-24 16:36:19",83756,13,83756,0,509652.00,11.7000,83756,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJUeCDTBUP9YgR7E1CFwY5RH4,"Ohev Shalom Men's Mikvah","5065 High Point Rd NE, Atlanta, GA 30342, USA","(404) 843-2464",https://www.bethtefillah.org/,Synagogue,synagogue,33.8927333,-84.3668155,5.0,1,OPERATIONAL,Atlanta,GA,30342,places_of_worship,"2026-05-24 16:41:57",3963,16,3963,0,99142.00,2.2760,3963,"",1003,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJUeTYGNYH9YgR83woxJGj9vU,"Chabad of Toco Hills","1229 Jody Ln NE, Atlanta, GA 30329, USA","(404) 337-6116",http://www.chabadtoco.com/,Synagogue,synagogue,33.8153923,-84.320516,4.9,11,OPERATIONAL,Atlanta,GA,30329,places_of_worship,"2026-05-24 16:47:30",1480,10,1480,0,21344.00,0.4900,1480,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJVybZgUYG9YgRUkhwTvDj3No,"Ner HaMizrach","1858 Lavista Rd NE, Atlanta, GA 30329, USA","(404) 315-9020",https://nerhamizrach.com/,Synagogue,synagogue,33.8168761,-84.325502,4.9,17,OPERATIONAL,Atlanta,GA,30329,places_of_worship,"2026-05-24 16:36:47",2848,10,2720,0,27878.00,0.6400,2976,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJXVQYHU8G9YgRJ9fUcz5Ygic,"New Toco Shul","2003 Lavista Rd NE, Atlanta, GA 30329, USA",,http://newtocoshul.com/,Synagogue,synagogue,33.8147358,-84.3201036,4.8,16,OPERATIONAL,Atlanta,GA,30329,places_of_worship,"2026-05-24 16:47:30",2015,13,1437,0,21780.00,0.5000,2015,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJd762qR0G9YgRu2B3mB_HLaA,"Congregation Or VeShalom","1681 N Druid Hills Rd, Atlanta, GA 30319, USA","(404) 633-1737",http://www.orveshalom.org/,Synagogue,synagogue,33.8434102,-84.3414205,4.9,35,OPERATIONAL,Atlanta,GA,30319,places_of_worship,"2026-05-24 16:33:48","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJjY2TIUQG9YgRKxgZle0lutA,"Congregation Beth Jacob","1855 Lavista Rd, Atlanta, GA 30329, USA","(404) 633-0551",http://www.bethjacobatlanta.org/,Synagogue,synagogue,33.8161198,-84.3258787,4.9,119,OPERATIONAL,Atlanta,GA,30329,places_of_worship,"2026-05-24 16:33:48","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJsR0VDSgE9YgRTL_ixWvsNU8,"Congregation Anshi S'Fard","1324 N Highland Ave NE, Atlanta, GA 30306, USA","(404) 969-6763",http://www.anshisfard.org/,Synagogue,synagogue,33.791051,-84.3558891,5.0,4,OPERATIONAL,Atlanta,GA,30306,places_of_worship,"2026-05-24 16:48:08","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJv4umjpcO9YgRuAhJpRCJrsY,"Congregation B'nai Torah","700 Mount Vernon Hwy NE, Atlanta, GA 30328, USA","(404) 257-0537",http://www.bnaitorah.org/,Synagogue,synagogue,33.9293341,-84.3630266,4.3,18,OPERATIONAL,Atlanta,GA,30328,places_of_worship,"2026-05-24 16:43:34",0,"",0,0,64468.00,1.4800,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJJ7JC0InN-YgRCA84xuTFZ6I,"Walton Way Temple Congregation","3005 Walton Wy, Augusta, GA 30909, USA","(706) 738-8579",,Synagogue,synagogue,33.4815732,-82.0402779,5.0,2,OPERATIONAL,Augusta,GA,30909,places_of_worship,"2026-05-24 16:37:14",29581,16,13965,0,64469.00,1.4800,29581,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJJ7JC0InN-YgRqciLWJqZQmE,"Congregation Children of Israel","3005 Walton Wy, Augusta, GA 30909, USA","(706) 736-3140",https://cciaugusta.org/,Synagogue,synagogue,33.4816397,-82.0403147,4.9,21,OPERATIONAL,Augusta,GA,30909,places_of_worship,"2026-05-24 16:37:14",29581,16,13965,0,64469.00,1.4800,29581,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJRWP_Or7N-YgRt15t7M-dqJ4,"Adas Yeshurun Synagogue","935 Johns Rd, Augusta, GA 30904, USA","(706) 733-9491",https://www.aysaugusta.org/,Synagogue,synagogue,33.4759669,-82.0180864,5.0,10,OPERATIONAL,Augusta,GA,30904,places_of_worship,"2026-05-24 16:37:14",19258,16,19258,0,91040.00,2.0900,19258,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJs6rytT3Y5IgRwVSxhhZsqmA,"Temple Beth Tefilloh","1326 Egmont St, Brunswick, GA 31520, USA","(912) 265-7575",http://bethtefilloh.org/,Synagogue,synagogue,31.1485908,-81.4911935,5.0,9,OPERATIONAL,Brunswick,GA,31520,places_of_worship,"2026-05-24 16:50:14",0,"",0,0,8638.00,0.1980,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJ2dq4e5HLjIgRtp5CiyecJL0,"Shearith Israel Synagogue","6727 River Rd, Columbus, GA 31904, USA","(706) 323-1443",https://www.shearithisrael.net/,Synagogue,synagogue,32.5431962,-84.9967046,4.9,9,OPERATIONAL,Columbus,GA,31904,places_of_worship,"2026-05-24 16:36:28",0,"",0,0,101059.00,2.3200,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJ_X2wiCHNjIgRU3Y8nq2g_CM,"Temple Israel","1617 Wildwood Ave, Columbus, GA 31906, USA","(706) 323-1617",http://www.templeisraelga.com/,Synagogue,synagogue,32.4765572,-84.958758,4.9,16,OPERATIONAL,Columbus,GA,31906,places_of_worship,"2026-05-24 16:36:28",0,"",0,0,142441.00,3.2700,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJc_HJYwC19YgRvkBexOmYPUs,TWOY,"1419 Old McDonough Hwy, Conyers, GA 30094, USA",,,Synagogue,synagogue,33.6528348,-84.0118676,,,OPERATIONAL,Conyers,GA,30094,places_of_worship,"2026-05-24 16:46:58",22252,16,14000,0,84506.00,1.9400,22252,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJW9gOWyib9YgRg_77HTLlBdg,"Congregation Beth Israel / Jewish Community Center / Chabad Forsyth","795 Brannon Rd, Cumming, GA 30041, USA","(470) 253-7111",http://jewishforsyth.org/,Synagogue,synagogue,34.1504093,-84.1595289,4.7,31,OPERATIONAL,Cumming,GA,30041,places_of_worship,"2026-05-24 16:33:57","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJZXVJUy51YIgRviiGkk5Lpqs,"Temple Beth El","501 Valley Dr, Dalton, GA 30720, USA",,,Synagogue,synagogue,34.7671908,-84.9736048,3.7,3,OPERATIONAL,Dalton,GA,30720,places_of_worship,"2026-05-24 16:38:50",528,16,0,0,30056.00,0.6900,528,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJIzHEpToK9YgR2nBipWJuDtU,"Congregation Ariel","5237 Tilly Mill Rd, Dunwoody, GA 30338, USA","(770) 390-9071",https://www.congariel.org/,Synagogue,synagogue,33.94454,-84.3004645,4.8,48,OPERATIONAL,Dunwoody,GA,30338,places_of_worship,"2026-05-24 16:33:48",4167,10,4167,0,141570.00,3.2500,5559,"",1392,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJP1pwmAoK9YgReCU8iTy68BY,"Congregation Beth Shalom - Atlanta, GA","5303 Winters Chapel Rd, Dunwoody, GA 30360, USA","(770) 399-5300",https://www.bethshalom.net/,Synagogue,synagogue,33.951935,-84.270875,4.8,17,OPERATIONAL,Dunwoody,GA,30360,places_of_worship,"2026-05-24 16:33:48",1820,10,1820,0,250470.00,5.7500,1820,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJWzHjqvzp8YgRsZ7bfUoKM1E,"Fitzgerald Hebrew Congregation","302 S Lee St, Fitzgerald, GA 31750, USA","(229) 424-9245",,Synagogue,synagogue,31.712289,-83.2556739,4.5,4,OPERATIONAL,Fitzgerald,GA,31750,places_of_worship,"2026-05-24 16:59:26","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJ8ekgqihmX4gR0VEbMLKgcYg,"Shalom b'Harim","3415 Stancil Rd, Gainesville, GA 30506, USA","(561) 251-8075",http://shalombharim.org/,Synagogue,synagogue,34.361529,-83.7903186,5.0,12,OPERATIONAL,Gainesville,GA,30506,places_of_worship,"2026-05-24 16:38:50",5250,16,6570,0,204732.00,4.7000,5250,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJi9B7FlSf9YgRag7K-_Pyhjw,"Congregation Dor Tamid","11165 Parsons Rd, Johns Creek, GA 30097, USA","(770) 623-8860",http://www.dortamid.org/,Synagogue,synagogue,34.0527362,-84.1978338,4.4,14,OPERATIONAL,"Johns Creek",GA,30097,places_of_worship,"2026-05-24 16:34:16",17035,13,17035,0,444616.00,10.2070,17035,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJxSm9vfKf9YgR3CrrcOs9HXg,"Mikvah of Alpharetta","10180 Jones Bridge Rd, Johns Creek, GA 30022, USA","(770) 664-7721",http://www.chabadnf.org/templates/articlecco_cdo/aid/799165/jewish/Mikvah.htm,Synagogue,synagogue,34.0292031,-84.2502559,5.0,1,OPERATIONAL,"Johns Creek",GA,30022,places_of_worship,"2026-05-24 16:34:56","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJI_GkHnvw9IgR2I73YduuOho,"Congregation B'nai Israel","1633 GA-54, Jonesboro, GA 30238, USA","(678) 817-7162",http://www.bnai-israel.net/,Synagogue,synagogue,33.4821202,-84.4037851,4.9,10,OPERATIONAL,Jonesboro,GA,30238,places_of_worship,"2026-05-24 16:40:06","","","","","","","","","","","","","","","YE03,AE02","",2026-05-27T19:45:24
ChIJZ6RH2ZtWi4gR59VOXZ7pIlU,"Congregation Beth El","210 Church St, LaGrange, GA 30240, USA","(706) 837-9090",,Synagogue,synagogue,33.0419241,-85.0317297,,,OPERATIONAL,LaGrange,GA,30240,places_of_worship,"2026-05-24 16:49:17",888,16,0,0,4356.00,0.1000,888,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJ7T64t2L-84gR4U95NC9iLpo,"Temple Beth Israel","892 Cherry St, Macon, GA 31201, USA","(478) 745-6727",http://tbimacon.org/,Synagogue,synagogue,32.8390987,-83.6336227,4.4,15,OPERATIONAL,Macon,GA,31201,places_of_worship,"2026-05-24 16:46:27",10264,16,10264,0,16988.00,0.3900,10264,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJnxIBsH3-84gR5F7Q1EZSf1A,"Congregation Sha'arey Israel","611 1st St, Macon, GA 31201, USA","(478) 745-4571",https://www.csimacon.org/,Synagogue,synagogue,32.834969,-83.6334097,4.6,16,OPERATIONAL,Macon,GA,31201,places_of_worship,"2026-05-24 16:46:27","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJO2vASocN9YgRFGpTNUj2WLE,"Congregation Etz Chaim","1190 Indian Hills Pkwy NE, Marietta, GA 30068, USA","(770) 973-0137",http://www.etzchaim.net/,Synagogue,synagogue,33.9774376,-84.4353323,4.6,37,OPERATIONAL,Marietta,GA,30068,places_of_worship,"2026-05-24 16:35:32",0,"",0,0,257004.00,5.9000,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJgR5R49899YgR-0JfV0kJlwE,"Congregation Ner Tamid","1349 Old 41 Hwy NW Suite 220, Marietta, GA 30060, USA","(678) 264-8575",http://mynertamid.info/,Synagogue,synagogue,33.9783239,-84.5625865,4.5,11,OPERATIONAL,Marietta,GA,30060,places_of_worship,"2026-05-24 16:35:32","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJnTJBi_US9YgRvU4Ek4_H7CE,"Temple Kol Emeth","1415 Old Canton Rd, Marietta, GA 30062, USA","(770) 973-3533",http://www.kolemeth.net/,Synagogue,synagogue,33.983667,-84.4634593,4.7,15,OPERATIONAL,Marietta,GA,30062,places_of_worship,"2026-05-24 16:35:04",0,"",0,0,330185.00,7.5800,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJIeFz2CrT-YgRJLe5bHg0Vjs,"Chabad of Augusta","3924 Old Furys Ferry Rd, Martinez, GA 30907, USA","(706) 722-7659",https://chabadaugusta.org/,Synagogue,synagogue,33.5428901,-82.0887134,4.9,39,OPERATIONAL,Martinez,GA,30907,places_of_worship,"2026-05-24 16:37:14",1759,20,0,0,119790.00,2.7500,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJS3WSPr-kiogRbQK3-qZIKBg,"Rodeph Sholom Congregation","406 E 1st St, Rome, GA 30161, USA","(706) 291-6315",https://www.rodephsholomrome.org/,Synagogue,synagogue,34.2540354,-85.1699873,4.5,2,OPERATIONAL,Rome,GA,30161,places_of_worship,"2026-05-24 16:43:03","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJC47mq1Zz9YgRBVS8DoyDjJc,"Temple Kehillat Chaim","1145 Green St, Roswell, GA 30075, USA","(770) 641-8630",http://www.kehillatchaim.org/,Synagogue,synagogue,34.0297102,-84.3592018,4.9,22,OPERATIONAL,Roswell,GA,30075,places_of_worship,"2026-05-24 16:34:56",0,"",0,0,15577.00,0.3580,0,"",0,0,"","","","","YS02,YS07,YS05,YC02","",2026-05-27T19:45:24
ChIJLQdSabMM9YgRv8mR_KUElcA,"Temple Beth Tikvah","9955 Coleman Rd, Roswell, GA 30075, USA","(770) 642-0434",http://www.bethtikvah.com/,Synagogue,synagogue,34.0230194,-84.3674804,4.8,41,OPERATIONAL,Roswell,GA,30075,places_of_worship,"2026-05-24 16:37:51","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
ChIJAZbrS58L9YgRH0wdxqCMfhw,"Temple Emanu-El of Atlanta","1580 Spalding Dr, Sandy Springs, GA 30350, USA","(770) 395-1340",https://templeemanuelatlanta.org/,Synagogue,synagogue,33.975,-84.3336111,4.5,38,OPERATIONAL,"Sandy Springs",GA,30350,places_of_worship,"2026-05-24 16:38:59",0,"",0,0,686941.00,15.7700,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJC1HStCEM9YgRC8dX1pO6CVI,"Congregation Or Hadash","7460 Trowbridge Rd, Sandy Springs, GA 30328, USA","(404) 250-3338",http://www.or-hadash.org/,Synagogue,synagogue,33.9594353,-84.3620335,4.8,24,OPERATIONAL,"Sandy Springs",GA,30328,places_of_worship,"2026-05-24 16:43:34",26355,13,26355,0,115826.00,2.6590,26355,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJUUFfSj8O9YgRq5DPSbVhVcs,"Temple Sinai","5645 Dupree Dr NW, Sandy Springs, GA 30327, USA","(404) 252-3073",http://www.templesinaiatlanta.org/,Synagogue,synagogue,33.9103122,-84.4179529,4.7,76,OPERATIONAL,"Sandy Springs",GA,30327,places_of_worship,"2026-05-24 16:33:48",0,"",0,0,664725.00,15.2600,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJlx6mIeIO9YgRAHgHPxdZVvs,"Kesher Torah","5075 Roswell Rd, Sandy Springs, GA 30342, USA","(470) 746-6627",http://keshertorahatlanta.org/,Synagogue,synagogue,33.893261,-84.3807069,4.8,16,OPERATIONAL,"Sandy Springs",GA,30342,places_of_worship,"2026-05-24 16:41:57",10414,13,10414,0,63597.00,1.4600,10414,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJ2f3DO6J1-4gRns24HD7E1WI,"Congregation Agudath Achim","9 Lee Blvd, Savannah, GA 31405, USA","(912) 352-4737",http://www.agudath-achim.com/,Synagogue,synagogue,32.0198243,-81.1128109,4.8,17,OPERATIONAL,Savannah,GA,31405,places_of_worship,"2026-05-24 16:38:11",27534,16,0,0,106983.00,2.4560,27534,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJEafv_5l1-4gRaOzf7esfuKQ,"Congregation Bnai Brith Jacob","5444 Abercorn St, Savannah, GA 31405, USA","(912) 354-7721",https://bbjsynagogue.com/,Synagogue,synagogue,32.0261744,-81.1083672,4.9,41,OPERATIONAL,Savannah,GA,31405,places_of_worship,"2026-05-24 16:38:11",28546,16,31706,0,80673.00,1.8520,28546,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJi_z31Wue-4gROQ6ypTl_jmo,"Congregation Mickve Israel","20 E Gordon St, Savannah, GA 31401, USA","(912) 233-1547",http://mickveisrael.org/,Synagogue,synagogue,32.0708706,-81.0938508,4.8,222,OPERATIONAL,Savannah,GA,31401,places_of_worship,"2026-05-24 16:38:11",12862,16,0,0,10799.00,0.2480,12862,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJ_zepM0G69YgREdKsQfPx3X0,"Temple Beth David","1885 McGee Rd SW, Snellville, GA 30078, USA","(770) 978-3916",https://www.tbdga.org/,Synagogue,synagogue,33.8593462,-84.042235,4.8,31,OPERATIONAL,Snellville,GA,30078,places_of_worship,"2026-05-24 16:34:07",8073,13,8073,0,147888.00,3.3950,8073,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJuc5R9JOd-4gR88hexpPs8hc,"Jewish Chapel","312 Bonaventure Rd, Thunderbolt, GA 31404, USA","(912) 354-7721",https://www.bonaventurehistorical.org/find-a-plot/,Synagogue,synagogue,32.0429455,-81.0490338,,,OPERATIONAL,Thunderbolt,GA,31404,places_of_worship,"2026-05-24 16:48:14",1944,10,1512,0,10454.00,0.2400,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJoxXwceNm7ogR6fbIGxUIIFs,"Temple Israel","511 Baytree Rd, Valdosta, GA 31602, USA","(229) 244-1813",http://www.templeisrael-valdosta.org/,Synagogue,synagogue,30.8464735,-83.2977091,4.7,14,OPERATIONAL,Valdosta,GA,31602,places_of_worship,"2026-05-24 16:45:47",6779,16,0,0,40075.00,0.9200,6779,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJ_zY-X0KJ8IgRxZlsgNEsqlc,"Beth Israel Synagogue","818 Aimwell Rd, Vidalia, GA 30474, USA",,,Synagogue,synagogue,32.2018451,-82.4022654,5.0,3,OPERATIONAL,Vidalia,GA,30474,places_of_worship,"2026-05-24 17:00:57",1600,11,1600,0,63162.00,1.4500,0,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJvdT5eX_w74gRstLISDqq2dc,"Waycross Hebrew Center","610 Screven Ave, Waycross, GA 31501, USA",,,Synagogue,synagogue,31.2177478,-82.3473964,4.6,7,OPERATIONAL,Waycross,GA,31501,places_of_worship,"2026-05-24 16:55:54",2790,16,2790,0,14375.00,0.3300,2790,"",0,0,"","","","","YS02,YS07,YC01","",2026-05-27T19:45:24
ChIJkZcaWmYK3okRcIcZWDR3ILY,"Congregation Beth Emeth","100 Academy Rd #100, Albany, NY 12208, USA","(518) 436-9761",https://www.cbealbany.org/,Synagogue,synagogue,42.6469624,-73.7840996,4.7,26,OPERATIONAL,Albany,NY,12208,places_of_worship,"2026-05-24 16:57:53",38400,13,0,0,696960.00,16.0000,38400,"",1688,0,"","","","",YC01,"",2026-05-27T19:45:24
ChIJOwDW9wdN-IgRFUiyiBOZmo0,"Adath Yeshurun Synagogue","154 Greenville St NW, Aiken, SC 29801, USA","(803) 649-6301",http://www.adathyeshurunofaiken.org/,Synagogue,synagogue,33.5640969,-81.7240434,5.0,10,OPERATIONAL,Aiken,SC,29801,places_of_worship,"2026-05-24 16:39:08","","","","","","","","","","","","","","",YE02,"",2026-05-27T19:45:24
