place_id,name,address,phone,website,faith_tradition,primary_type,latitude,longitude,rating,review_count,business_status,city,state,zip_code,vertical,created_at,validation_status,validation_reason,validated_at
ChIJd_ahaxO89YgR4GPSSwFoQyE,"North Atlanta Vietnamese Alliance Church","1648 Lawrenceville Hwy, Lawrenceville, GA 30044, USA","(770) 717-7535",https://www.facebook.com/HTTLBA/,"Place of Worship",place_of_worship,33.935845,-84.0364067,5.0,5,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ2xBBwCSj9YgRlNwxguTde0c,"Kehillah B'nei Abraham Messianic Church","495 S Perry St, Lawrenceville, GA 30046, USA",,https://www.kba.life/,Church,church,33.9515212,-83.988674,5.0,2,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ4bwgewa-9YgRlZVGx1rZwio,"GateCity Church - 24/7 Prayer Room - Lawrenceville GA (near ATL)","1446 Calvin Davis Cir, Lawrenceville, GA 30043, USA","(678) 551-7300",https://www.gatecityatl.com/,"Association / Organization",association_or_organization,34.0024954,-83.9916901,4.7,221,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJtyh6CAC99YgRzGZroEjcSE4,"Victory Vida Church","1335 Old Norcross Rd, Lawrenceville, GA 30046, USA",,https://www.victoryvida.com/,Church,church,33.9552043,-84.0359614,5.0,17,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJrd7LHF-79YgRFzpJTC41V5s,"The Nett Church at Bethesda","444 Bethesda Church Rd, Lawrenceville, GA 30044, USA","(770) 923-1403",http://www.thenettchurch.com/,Church,church,33.9192376,-84.0846916,4.1,11,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJy1JIXaq-9YgRfixNujKdiCQ,"The Church of Jesus Christ of Latter-day Saints","3355 Sugarloaf Pkwy, Lawrenceville, GA 30044, USA","(770) 820-2042",https://local.churchofjesuschrist.org/en/us/ga/lawrenceville/3355-sugarloaf-parkway?utm_source=gmb&utm_medium=yext&y_source=1_MjM3Mzc5MDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Church,church,33.9220206,-84.0161194,4.8,65,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJmys_RYG89YgRdKlg7nRAoLM,"Revival International Ministries","2496 Lawrenceville Hwy, Lawrenceville, GA 30044, USA","(470) 647-6345",https://www.rimatl.com/,"Association / Organization",association_or_organization,33.925099,-84.0651884,4.7,14,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJcSdK2B699YgRO22IlJAaG80,"The Meeting Place Church","2149 Five Forks Trickum Rd SW, Lawrenceville, GA 30044, USA","(770) 595-2566",http://www.meetingplace.church/,Church,church,33.9084534,-84.0392315,4.8,12,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJMUnai0G89YgRHcq9Qh5uB38,"Kingdom Hall of Jehovah's Witnesses--Lwrncevlle Nrth W. Afrcn Pdgn, Lwrncevlle Nrth Jmcn Crle, Plsnt Hill Twi, & Sugrlf Tgalg","4400 Sugarloaf Pkwy, Lawrenceville, GA 30044, USA","(770) 962-8013",http://www.jw.org/,Church,church,33.9441667,-84.0427778,4.8,88,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJqVa2I3279YgRXplVtPFlApo,"Church-All Nations","120 Gloster Rd NW # 5, Lawrenceville, GA 30044, USA","(678) 924-1833",,Church,church,33.9190932,-84.0686435,5.0,2,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ96XiQNq99YgRBvHXMzwiFss,"Believers Baptist Church","742 Bethesda School Rd, Lawrenceville, GA 30044, USA","(678) 491-4468",http://www.believersbaptist.org/,Church,church,33.9346231,-84.07984,5.0,10,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ6QAdCyq69YgRU2I2rhspUPM,"New Jerusalem Baptist Church","422 E Crogan St, Lawrenceville, GA 30046, USA","(770) 972-2324",https://njbchurch.org/,Church,church,33.9561655,-83.9837048,4.8,67,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ38FCjfa89YgR7f2OYRqdH5Y,"New Hope Christian Church","1982 Old Norcross Rd, Lawrenceville, GA 30044, USA","(770) 963-1176",https://www.newhopedisciples.org/,Church,church,33.9509796,-84.0617375,4.7,6,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJRX3_qJu79YgREdbsgL1hckU,"Emmanuel International Church","455 Arnold Rd, Lawrenceville, GA 30044, USA","(678) 580-2842",,"Association / Organization",association_or_organization,33.9066796,-84.0516168,5.0,8,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJAQBwrVm89YgRYKMEE-xCzTE,"RCCG- City On A Hill","1848 Old Norcross Rd Suite A800, Lawrenceville, GA 30044, USA","(470) 331-5403",,Church,church,33.952188,-84.0562631,4.9,26,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJBzJj71Sj9YgRK9lZitP1-34,"Remnant Community Church","1585 Old Norcross Rd #100, Lawrenceville, GA 30046, USA",,https://remnantccatl.com/,Church,church,33.9539952,-84.0457987,5.0,4,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ_YEvxTml9YgRhXARAk7lTOQ,"The Nett Church (Berkmar Campus)","675 Pleasant Hill Rd, Lilburn, GA 30047, USA","(770) 923-1403",http://www.thenettchurch.com/,Church,church,33.9167603,-84.1142037,4.0,17,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJPztp1vG-9YgRsTGv58jZWaU,"Holiness Church of our Lord Jesus Christ (Apostolic) Faith, Inc.","1685 Old Norcross Rd suite 500-b, Lawrenceville, GA 30046, USA","(678) 559-8454",,Church,church,33.95354,-84.0492033,4.7,3,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJG7pNlMG_9YgRPYk1lB9MYYY,"Dominion City Church Lawrenceville","4835 Sugarloaf Pkwy, Lawrenceville, GA 30045, USA","(470) 785-9262",https://dclawrenceville.org/,Church,church,33.9554434,-84.0526714,5.0,45,OPERATIONAL,Lawrenceville,GA,30045,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJiwgMXr2k9YgRwlqvvqWf_hU,"Iglesia Bautista Hispanoamericana","4109 Burns Rd NW, Lilburn, GA 30047, USA","(770) 381-8032",http://www.libh.org/,Church,church,33.9112858,-84.1220329,4.6,39,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJX8kcbQC59YgRPjNdfMJ8THE,"Hope And Life Fellowship","1001 Old Snellville Hwy, Lawrenceville, GA 30044, USA","(770) 979-1595",http://hopeandlife.tv/,Church,church,33.9059913,-84.0109585,5.0,3,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJEQoKFt--9YgRRuh6KdBOkzE,"Tabernacle International Church","270 Simonton Rd SW, Lawrenceville, GA 30046, USA","(770) 963-3135",http://www.tic.church/,Church,church,33.9342544,-83.9755196,4.8,113,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJE8AydU669YgRvlEtJIG0eR0,"Berean Christian Church Gwinnett","1465 Highpoint Rd, Snellville, GA 30078, USA","(678) 240-2213",http://bereangwinnett.org/,Church,church,33.8717554,-84.0509646,4.8,221,OPERATIONAL,Snellville,GA,30078,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJg5S-3bW_9YgRb6xPmf75yxQ,"Lawrenceville First United Methodist Church","395 W Crogan St, Lawrenceville, GA 30046, USA","(770) 963-0386",https://www.lvfirst.org/,Church,church,33.9551255,-83.9960012,4.9,35,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJsXS_BGa79YgRSZ0sri7F39Q,"Gloster Baptist Church","82 Gloster Rd SW, Lawrenceville, GA 30044, USA","(678) 448-8835",http://www.glosterbaptistchurch.com/,Church,church,33.9117535,-84.0677494,3.9,15,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJHequPua-9YgR9CuTbfXwP6M,"Praise Community Church","329 Grayson Hwy, Lawrenceville, GA 30046, USA","(770) 963-4858",http://praisecommunitychurch.cc/,Church,church,33.9424571,-83.9846438,4.7,95,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJJ52RKE259YgRm4p7Cz1kP00,"Sunrise Baptist Church","3000 Sugarloaf Pkwy, Lawrenceville, GA 30045, USA","(770) 963-7271",http://www.sunrisebaptist.com/,Church,church,33.9179731,-84.0039257,4.6,20,OPERATIONAL,Lawrenceville,GA,30045,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ-9ZnKMek9YgRw4FdAB7DLU4,"Mountain West Church Lilburn at Luxomni","175 Luxomni Rd NW, Lilburn, GA 30047, USA","(770) 491-0228",https://mwchurch.com/lilburn,Church,church,33.8986984,-84.1165037,4.8,23,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJrcnosDGj9YgR-7NGbAXdOSY,"Palabra De Amor Church","1725 Spectrum Dr # B, Lawrenceville, GA 30043, USA","(470) 777-2021",https://www.pdachurch.com/,Church,church,33.9734964,-84.0655537,5.0,63,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJWdbYQQK89YgRl_fymYoP6Kc,"First Christian Church of Lawrenceville","3495 Sugarloaf Pkwy, Lawrenceville, GA 30044, USA","(770) 963-9922",https://lawrencevillechristianchurch.org/,Church,church,33.9260235,-84.018487,4.5,6,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJwaXF55m-9YgRRhX6gPhe9ew,"Lawrenceville Presbyterian Church","800 Lawrenceville Hwy, Lawrenceville, GA 30046, USA","(770) 963-9498",https://lawrencevillepresbyterian.org/,Church,church,33.9452201,-84.0068265,4.6,28,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJV-F8KECj9YgRcgrEW5AnLIs,"Madina Institute","3580 Sweetwater Rd, Duluth, GA 30096, USA","(770) 279-1200",http://www.madinainstitute.com/us-atl,"Educational Institution",educational_institution,33.944238,-84.1221976,4.8,223,OPERATIONAL,Duluth,GA,30096,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJPxGUWOi-9YgRF4x_u0owH0Q,"St. Lawrence Catholic Church","319 Grayson Hwy, Lawrenceville, GA 30046, USA","(770) 963-8992",http://www.saintlaw.org/,Church,church,33.9432869,-83.9853952,4.7,496,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ_7Hspqq99YgRXGcaP8MQzow,"Morija SDA Church","3495 Sugarloaf Pkwy, Lawrenceville, GA 30044, USA","(470) 791-1223",http://morijasda.org/,Church,church,33.9260562,-84.0184253,5.0,4,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJv_QdCA-99YgRvFfTNn_goHc,"Deeper Life Bible Church, Gwinnett, Georgia, USA","990 Lakes Pkwy, Lawrenceville, GA 30043, USA","(678) 523-2712",https://deeperlifegwinnett.org/,Church,church,33.9669506,-84.0320246,5.0,10,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJcbj7v4u-9YgRGbdLsnvJhhw,"Atlanta Church Of God","395 W Pike St, Lawrenceville, GA 30046, USA","(678) 985-8598",http://www.atlantachurchofgod.org/,Church,church,33.9583297,-83.9996871,5.0,15,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJoSM5tN279YgRlwDi8tNftko,"COR Church","1725 Spectrum Dr # B, Lawrenceville, GA 30043, USA","(470) 282-1728",https://thecorchurch.com/,Church,church,33.9734964,-84.0655537,4.9,17,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJQ6pnJHi-9YgR902fp_tWkYk,"C3 Church Atlanta","1065 Walther Blvd NW, Lawrenceville, GA 30043, USA","(770) 277-1171",https://thec3church.com/,Church,church,33.974166,-84.0163292,4.5,95,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJdYrQNbS-9YgRy6whR5Ntohc,"Life Chapel","1705 Belle Meade Ct, Lawrenceville, GA 30043, USA","(770) 822-9988",http://www.mylifechapel.com/,Church,church,33.9626962,-84.0554787,4.7,26,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJj9E8PwC99YgRYCtvGc_v26E,"One Life Church","787 Paden Dr, Lawrenceville, GA 30044, USA","(770) 369-3959",http://www.onelifega.org/,Church,church,33.9392141,-84.0753416,,,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ4y9MAaW_9YgR0TNmBk5Y94A,"Yesu Church Lawrenceville GA","1885 Lawrenceville-Suwanee Rd #140, Lawrenceville, GA 30043, USA","(678) 207-8336",http://yesuchurch.org/,Church,church,33.9973964,-84.0346269,5.0,1,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJ4bwgewa-9YgRWB6vIiSmIKI,"12Stone Church | Lawrenceville","1322 Buford Dr, Lawrenceville, GA 30043, USA","(678) 990-8100",http://12stone.com/,Church,church,33.9969583,-83.9939468,4.8,688,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJT1KpDj289YgRU0mca6oRmWY,"Galilean Baptist Church","1390 Monfort Rd, Lawrenceville, GA 30046, USA","(770) 995-7045",https://www.gbcgwinnett.com/,Church,church,33.9438456,-84.0302533,4.8,20,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJv6-ohNC79YgR7D1r4sRxkOQ,"Translated Believers Church","850 Dogwood Rd #C400, Lawrenceville, GA 30044, USA","(770) 558-1658",http://translatedbelieverschurch.org/,"Association / Organization",association_or_organization,33.8908921,-84.0609279,5.0,7,OPERATIONAL,Lawrenceville,GA,30044,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJN6XxqrW_9YgRSXG71l_khwk,"The Ministry of Prayer and the Word Christian Fellowship","706 Grayson Hwy suite 108, Lawrenceville, GA 30046, USA","(470) 709-2470",http://thempaw.org/contact-us.html,Church,church,33.9333123,-83.9766504,5.0,9,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:18",pending,,
ChIJL1mUtTuW9YgRItqvwsHRGm4,"Atlanta Bethel Church","1026 Old Peachtree Rd NE, Lawrenceville, GA 30043, USA","(678) 765-8909",http://abethel.org/,Church,church,34.0361002,-83.9932647,4.9,275,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJgUkY4pWV9YgRNUFS8orIjBs,"Han Vision Church","2159 Azalea Dr, Lawrenceville, GA 30043, USA","(770) 797-5115",http://www.hanvisionem.com/,Church,church,34.0278276,-83.9904385,4.8,49,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJC9D1I0-V9YgRsJ6-guiMLX8,"The Fountain","1985 Old Fountain Rd, Lawrenceville, GA 30043, USA","(770) 339-0017",http://www.thefountain.church/,Church,church,34.0196845,-83.9405367,4.6,42,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJ09NgvHyV9YgRafuV0vJtceM,"Global Outreach Church","1294 Braselton Hwy, Lawrenceville, GA 30043, USA","(770) 934-1347",https://www.go-church.org/,Church,church,34.0112663,-83.9653137,4.7,39,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJ4RxGGge_9YgRpcv66g2YOlA,"HDA Church","188 Hurricane Shoals Rd NE, Lawrenceville, GA 30046, USA","(980) 229-2617",http://www.hdachurch.org/,"Place of Worship",place_of_worship,33.9741891,-83.9856093,4.9,41,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJVT3Hbei99YgR8KwEXy5bQNA,"McKendree United Methodist Church","1570 Lawrenceville-Suwanee Rd, Lawrenceville, GA 30043, USA","(770) 339-9801",http://www.mckendreeumc.com/,Church,church,33.9881885,-84.0281432,4.8,57,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJHRemJae99YgRsHdqyPS6aBg,"Gwinnett Church of Christ","1736 Sever Rd, Lawrenceville, GA 30043, USA","(770) 682-9688",http://www.gwinnettcc.org/,Church,church,33.9811393,-84.0559154,4.9,50,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJlxMJ_lGV9YgR5UwS4rezK6s,"Impact Church Georgia","2351 Sunny Hill Rd, Lawrenceville, GA 30043, USA","(786) 239-2773",https://www.impactchurchgeorgia.com/,Church,church,34.0517732,-83.9525033,5.0,9,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJwzH4I8e_9YgRKO2oP5LfAYA,"Church of God Ministry of Jesus Christ Intl.– Iglesia de Dios Ministerial- IDMJI","1000 Hurricane Shoals Rd NE Suite B-1000, Lawrenceville, GA 30043, USA","(888) 331-8197",http://www.idmji.org/,"Place of Worship",place_of_worship,33.9855419,-83.9589559,5.0,88,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJ__-P54m-9YgRvNRXbF4eJvc,"Jesus Power Assembly Of God","351 Pike Blvd, Lawrenceville, GA 30046, USA","(678) 665-1695",http://www.jesuspowerga.org/,Church,church,33.9618759,-84.0019226,4.9,11,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJXcEHdwO89YgRd0Q8wD38nkU,"New City Church","166 Buford Dr, Lawrenceville, GA 30046, USA",,https://newcitydtl.org/,Church,church,33.9602309,-83.9864545,4.7,34,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJGwDQxIu-9YgR_8qC7GXo_yQ,"New Testament Church, Atlanta","421 W Pike St, Lawrenceville, GA 30046, USA",,http://ntcatl.com/,Church,church,33.9590199,-84.0002247,4.9,28,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJvbTxddmV9YgRpbfikB7Vn3k,"Philadelphia Romanian Church","581 Old Peachtree Rd NE, Lawrenceville, GA 30043, USA","(678) 884-0428",https://prcatlanta.com/,Church,church,34.0380508,-84.0129102,4.9,58,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJMV_YrbS99YgRWFXOsBT0-c0,"Atlanta United Telugu Church","887 Dean Rd, Lawrenceville, GA 30043, USA","(404) 502-1629",https://www.atlutc.org/,Church,church,34.0016072,-84.0496976,5.0,6,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJ9RsKCp2V9YgR_wRBa8hN5go,"Mount Sinai Baptist Church","1700 Azalea Dr, Lawrenceville, GA 30043, USA","(470) 525-5803",,Church,church,34.0198112,-83.9752872,5.0,9,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJfXC6du299YgRgyn2E7wYJ5g,"Covenant Life Church","1945 Lawrenceville-Suwanee Rd, Lawrenceville, GA 30043, USA","(678) 224-8911",http://covenant.life/,Church,church,33.9988456,-84.0351404,4.8,26,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJYxKHzki99YgR6zqb_ORGr_Y,"New Hope Romanian Church","1481 Lawrenceville-Suwanee Rd, Lawrenceville, GA 30043, USA","(770) 902-5879",http://newhopeatl.com/,Church,church,33.9878416,-84.0257272,5.0,7,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJOyMGqwG_9YgRldkY6AB5izw,"Jubilee Christian Church International-House of Blessing / JCCI HOB Lawrenceville","130 Stanley Ct, Lawrenceville, GA 30046, USA","(770) 765-1386",http://jccichurch.org/index.php/contact-us,Church,church,33.9586634,-83.9724586,5.0,6,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJ84ok3PG-9YgRpw99DBZYAHs,"World Life Church","495 S Perry St, Lawrenceville, GA 30046, USA","(678) 377-0074",https://www.worldlifechurch.net/,Church,church,33.9515736,-83.9888809,5.0,16,OPERATIONAL,Lawrenceville,GA,30046,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJNe15zx6V9YgRGd7VUqz_S70,"Christ Reformed Church","2209 Sunny Hill Rd, Lawrenceville, GA 30043, USA","(770) 355-6884",http://www.christreformedchurch.org/,Church,church,34.0445209,-83.9567902,5.0,11,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
ChIJYxOP8qa99YgRI9VOcpWq0qk,"Iglesia Restauración De Vida Inc","1670 Sever Rd, Lawrenceville, GA 30043, USA","(678) 837-5571",http://www.iglesiardv.org/,Church,church,33.9799171,-84.055229,5.0,72,OPERATIONAL,Lawrenceville,GA,30043,places_of_worship,"2026-05-24 16:33:28",pending,,
